,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
2999,6,54,0.0,6,0,43.0
3000,8,78,0.0,6,4,72.0
3001,3,72,1.0,6,6,57.0
3002,5,40,1.0,8,9,25.0
3003,1,44,0.0,5,4,15.0
3004,7,95,1.0,6,6,88.0
3005,1,48,1.0,5,4,24.0
3006,9,83,0.0,8,9,81.0
3007,8,45,1.0,9,7,40.0
3008,7,67,1.0,8,6,60.0
3009,7,84,0.0,6,0,73.0
3010,5,65,1.0,8,0,52.0
3011,5,67,0.0,8,4,53.0
3012,5,79,0.0,5,1,65.0
3013,1,54,1.0,4,8,30.0
3014,8,45,1.0,7,1,39.0
3015,1,66,0.0,6,8,43.0
3016,4,77,0.0,4,9,59.0
3017,9,43,1.0,9,1,38.0
3018,9,50,0.0,6,3,44.0
3019,5,60,1.0,4,2,44.0
3020,4,69,0.0,8,5,53.0
3021,3,57,0.0,6,3,37.0
3022,3,74,0.0,4,8,52.0
3023,5,42,1.0,7,8,30.0
3024,1,51,0.0,8,9,22.0
3025,5,66,0.0,6,8,51.0
3026,6,92,0.0,9,2,82.0
3027,7,69,0.0,9,2,63.0
3028,9,60,1.0,6,3,58.0
3029,3,77,0.0,4,8,58.0
3030,2,60,1.0,6,5,38.0
3031,3,99,0.0,8,8,80.0
3032,9,77,0.0,5,7,70.0
3033,7,79,1.0,9,6,72.0
3034,9,54,1.0,4,4,48.0
3035,2,57,0.0,7,8,36.0
3036,5,91,0.0,6,3,73.0
3037,4,68,0.0,8,3,51.0
3038,2,87,1.0,6,7,63.0
3039,9,77,0.0,7,3,74.0
3040,9,99,1.0,8,6,98.0
3041,6,60,0.0,7,3,45.0
3042,6,56,1.0,8,0,45.0
3043,8,80,1.0,5,9,74.0
3044,6,90,1.0,9,8,81.0
3045,1,57,0.0,8,3,30.0
3046,4,96,0.0,7,2,77.0
3047,7,94,1.0,4,2,86.0
3048,2,76,1.0,9,8,58.0
3049,9,99,1.0,5,7,99.0
3050,8,77,0.0,6,9,69.0
3051,8,51,0.0,5,6,47.0
3052,7,50,0.0,5,6,42.0
3053,4,87,1.0,6,3,73.0
3054,2,91,0.0,8,2,71.0
3055,3,88,0.0,5,3,68.0
3056,6,59,0.0,9,5,47.0
3057,5,48,1.0,5,3,31.0
3058,8,40,0.0,4,3,31.0
3059,6,97,0.0,9,1,86.0
3060,6,42,0.0,4,6,27.0
3061,1,60,0.0,9,5,32.0
3062,4,62,0.0,7,1,41.0
3063,5,48,1.0,6,4,33.0
3064,3,93,1.0,9,5,75.0
3065,9,58,1.0,9,4,57.0
3066,1,84,1.0,8,3,59.0
3067,6,94,0.0,8,8,87.0
3068,6,85,0.0,7,2,72.0
3069,5,91,1.0,8,1,78.0
3070,5,58,1.0,8,8,46.0
3071,5,62,1.0,4,7,47.0
3072,6,66,0.0,8,8,58.0
3073,8,66,0.0,8,9,63.0
3074,2,78,0.0,7,2,56.0
3075,6,75,1.0,7,0,62.0
3076,1,51,1.0,5,0,23.0
3077,4,94,1.0,8,2,73.0
3078,3,66,0.0,8,3,46.0
3079,9,85,0.0,9,1,80.0
3080,3,73,1.0,8,7,59.0
3081,6,72,1.0,4,2,60.0
3082,1,67,0.0,9,3,41.0
3083,6,70,0.0,8,5,61.0
3084,4,71,1.0,4,9,51.0
3085,8,89,1.0,5,5,82.0
3086,9,59,0.0,9,1,55.0
3087,4,79,1.0,6,5,64.0
3088,6,74,1.0,8,3,61.0
3089,1,70,0.0,9,4,44.0
3090,4,97,1.0,7,6,81.0
3091,7,70,0.0,9,6,64.0
3092,1,77,1.0,7,5,53.0
3093,8,61,0.0,8,9,55.0
3094,6,84,1.0,4,5,72.0
3095,5,80,1.0,7,5,65.0
3096,9,48,1.0,9,3,44.0
3097,2,91,0.0,9,2,70.0
3098,5,48,1.0,7,0,34.0
3099,6,54,1.0,5,2,41.0
3100,7,52,0.0,5,2,43.0
3101,5,61,1.0,5,8,48.0
3102,9,55,0.0,7,2,46.0
3103,1,71,0.0,7,7,47.0
3104,7,41,0.0,9,7,37.0
3105,7,65,1.0,8,2,56.0
3106,4,53,0.0,8,9,40.0
3107,9,98,1.0,4,9,96.0
3108,5,77,0.0,7,5,63.0
3109,4,73,1.0,8,7,58.0
3110,7,47,0.0,8,7,36.0
3111,4,75,0.0,5,9,61.0
3112,3,60,1.0,5,9,39.0
3113,9,95,0.0,5,8,90.0
3114,8,85,1.0,6,8,79.0
3115,1,82,0.0,8,7,58.0
3116,7,95,1.0,5,6,89.0
3117,9,67,0.0,5,9,64.0
3118,8,85,0.0,7,2,78.0
3119,8,83,1.0,9,6,79.0
3120,6,87,0.0,5,3,72.0
3121,4,45,1.0,7,1,26.0
3122,8,59,1.0,4,7,52.0
3123,3,70,0.0,5,1,49.0
3124,9,72,0.0,9,0,66.0
3125,2,83,0.0,7,4,59.0
3126,2,46,1.0,9,9,28.0
3127,7,47,1.0,5,8,39.0
3128,4,48,0.0,4,4,31.0
3129,8,41,1.0,5,1,33.0
3130,9,56,0.0,7,9,57.0
3131,7,91,0.0,4,3,83.0
3132,5,84,0.0,4,7,69.0
3133,8,76,1.0,4,6,71.0
3134,4,81,1.0,6,4,62.0
3135,2,83,0.0,7,3,58.0
3136,6,56,1.0,6,4,46.0
3137,9,92,0.0,9,6,93.0
3138,1,77,0.0,4,4,48.0
3139,7,74,1.0,6,7,68.0
3140,9,99,0.0,5,6,97.0
3141,9,86,0.0,6,6,82.0
3142,3,78,0.0,8,8,57.0
3143,5,69,0.0,9,7,55.0
3144,8,45,0.0,4,7,37.0
3145,8,43,1.0,4,5,35.0
3146,4,90,1.0,9,6,72.0
3147,1,76,0.0,9,7,51.0
3148,1,74,1.0,7,4,50.0
3149,4,97,0.0,5,9,82.0
3150,6,96,0.0,9,1,84.0
3151,8,48,0.0,9,6,46.0
3152,6,45,0.0,7,9,34.0
3153,9,52,1.0,9,2,55.0
3154,9,98,1.0,6,9,95.0
3155,2,61,0.0,8,7,40.0
3156,1,67,1.0,8,5,42.0
3157,2,69,0.0,8,3,45.0
3158,5,91,1.0,9,1,80.0
3159,4,75,0.0,8,6,60.0
3160,4,41,0.0,5,0,21.0
3161,9,97,0.0,6,6,95.0
3162,8,75,1.0,8,9,72.0
3163,6,47,1.0,4,9,35.0
3164,1,84,0.0,9,6,58.0
3165,2,81,1.0,6,9,59.0
3166,6,89,1.0,5,2,77.0
3167,2,48,1.0,8,3,23.0
3168,5,40,1.0,5,3,26.0
3169,5,52,1.0,9,3,39.0
3170,6,89,1.0,8,8,79.0
3171,6,54,1.0,4,5,39.0
3172,6,71,1.0,6,9,61.0
3173,2,73,1.0,4,8,47.0
3174,3,82,1.0,8,3,63.0
3175,6,70,1.0,7,6,61.0
3176,8,53,1.0,6,9,51.0
3177,1,93,1.0,5,8,68.0
3178,1,86,0.0,8,9,66.0
3179,2,53,0.0,4,2,29.0
3180,6,87,1.0,9,2,78.0
3181,9,94,1.0,7,5,94.0
3182,4,68,1.0,9,7,56.0
3183,3,86,0.0,8,0,68.0
3184,8,58,0.0,5,3,50.0
3185,9,66,1.0,4,7,62.0
3186,5,48,1.0,6,5,31.0
3187,9,76,1.0,7,1,73.0
3188,2,76,1.0,8,7,57.0
3189,3,82,1.0,8,0,60.0
3190,7,67,0.0,8,0,56.0
3191,7,91,1.0,8,6,88.0
3192,6,96,0.0,4,9,84.0
3193,6,63,1.0,6,2,48.0
3194,2,67,1.0,5,7,41.0
3195,6,75,0.0,7,8,65.0
3196,4,91,0.0,8,7,74.0
3197,3,57,1.0,9,0,38.0
3198,2,64,0.0,8,0,40.0
3199,1,74,1.0,6,5,49.0
3200,5,43,0.0,6,0,30.0
3201,2,53,0.0,4,7,29.0
3202,2,78,1.0,4,5,57.0
3203,7,65,1.0,9,4,58.0
3204,8,47,0.0,9,5,40.0
3205,8,63,1.0,4,3,60.0
3206,4,55,0.0,7,0,41.0
3207,1,59,0.0,9,6,34.0
3208,7,54,1.0,4,9,46.0
3209,1,46,0.0,8,8,24.0
3210,4,97,1.0,4,3,79.0
3211,8,56,1.0,7,3,52.0
3212,2,61,0.0,4,8,36.0
3213,6,61,1.0,4,3,52.0
3214,6,93,0.0,8,9,84.0
3215,9,51,0.0,9,3,50.0
3216,5,57,1.0,8,7,47.0
3217,4,95,1.0,8,3,81.0
3218,5,85,0.0,4,8,70.0
3219,5,86,1.0,8,7,77.0
3220,8,54,0.0,6,4,49.0
3221,8,76,0.0,5,8,70.0
3222,2,55,0.0,5,7,28.0
3223,7,44,0.0,8,9,36.0
3224,8,41,0.0,9,3,34.0
3225,6,91,1.0,7,3,80.0
3226,5,67,0.0,8,0,51.0
3227,9,96,0.0,9,3,95.0
3228,3,80,0.0,8,7,60.0
3229,4,93,0.0,4,4,78.0
3230,9,66,0.0,9,5,65.0
3231,6,70,0.0,7,3,57.0
3232,8,80,1.0,8,4,75.0
3233,7,75,1.0,6,9,69.0
3234,2,86,0.0,9,7,62.0
3235,3,82,0.0,5,8,63.0
3236,1,40,0.0,9,2,11.0
3237,9,89,1.0,6,9,91.0
3238,7,68,0.0,6,3,58.0
3239,1,40,0.0,6,0,15.0
3240,3,47,0.0,7,4,24.0
3241,4,96,0.0,7,3,80.0
3242,4,55,0.0,9,5,36.0
3243,5,97,0.0,7,5,83.0
3244,3,67,1.0,5,9,49.0
3245,3,61,0.0,4,5,41.0
3246,1,57,0.0,9,2,33.0
3247,7,61,0.0,8,6,52.0
3248,1,80,0.0,8,2,52.0
3249,2,51,0.0,9,5,31.0
3250,4,58,0.0,4,9,38.0
3251,4,64,0.0,8,0,45.0
3252,5,89,0.0,9,7,79.0
3253,2,98,0.0,9,6,78.0
3254,4,44,1.0,6,8,24.0
3255,1,98,1.0,5,2,72.0
3256,2,73,1.0,8,7,52.0
3257,1,78,0.0,5,1,50.0
3258,4,98,1.0,9,8,83.0
3259,4,49,1.0,4,0,32.0
3260,7,86,1.0,9,9,84.0
3261,9,96,1.0,8,6,95.0
3262,9,46,0.0,5,9,43.0
3263,5,99,1.0,6,0,82.0
3264,1,76,1.0,6,5,54.0
3265,1,86,0.0,9,0,59.0
3266,6,91,1.0,4,3,78.0
3267,2,99,0.0,7,6,79.0
3268,8,91,1.0,8,1,87.0
3269,9,54,1.0,9,2,53.0
3270,4,81,1.0,6,3,65.0
3271,5,63,0.0,6,5,48.0
3272,8,65,1.0,4,8,61.0
3273,3,65,1.0,6,3,41.0
3274,5,85,0.0,8,5,75.0
3275,3,65,1.0,4,6,44.0
3276,3,97,1.0,5,3,79.0
3277,3,49,1.0,4,5,29.0
3278,7,56,1.0,8,2,44.0
3279,7,92,1.0,8,4,85.0
3280,7,53,0.0,5,9,40.0
3281,8,41,0.0,9,3,36.0
3282,5,87,0.0,4,6,72.0
3283,5,52,1.0,8,5,36.0
3284,4,66,1.0,8,6,51.0
3285,7,48,1.0,5,5,38.0
3286,4,46,1.0,7,1,28.0
3287,2,87,1.0,4,6,59.0
3288,4,49,0.0,8,7,30.0
3289,8,95,0.0,6,6,88.0
3290,9,93,0.0,5,3,87.0
3291,3,48,1.0,7,3,27.0
3292,7,61,0.0,7,4,51.0
3293,9,62,0.0,5,8,59.0
3294,4,46,0.0,7,4,23.0
3295,3,87,0.0,8,1,71.0
3296,5,48,1.0,7,4,33.0
3297,1,66,1.0,4,2,38.0
3298,3,63,0.0,6,9,45.0
3299,8,68,0.0,8,7,67.0
3300,8,56,0.0,5,9,49.0
3301,4,59,0.0,6,9,44.0
3302,2,46,0.0,9,1,22.0
3303,8,82,0.0,8,3,79.0
3304,8,79,0.0,6,4,74.0
3305,4,46,0.0,7,3,26.0
3306,3,67,0.0,9,4,49.0
3307,2,58,1.0,5,9,33.0
3308,9,59,0.0,5,3,53.0
3309,1,83,1.0,4,2,53.0
3310,7,78,1.0,7,0,69.0
3311,5,79,0.0,4,3,65.0
3312,8,46,0.0,4,8,37.0
3313,4,45,1.0,7,0,28.0
3314,7,64,1.0,8,6,56.0
3315,5,80,0.0,9,2,64.0
3316,5,98,1.0,4,7,83.0
3317,9,52,0.0,6,5,50.0
3318,9,78,0.0,9,0,77.0
3319,9,79,1.0,8,9,79.0
3320,6,61,0.0,7,4,49.0
3321,6,88,1.0,5,7,77.0
3322,5,56,0.0,8,2,40.0
3323,9,87,0.0,4,3,83.0
3324,8,61,1.0,6,6,53.0
3325,7,73,1.0,9,5,66.0
3326,7,47,0.0,7,6,42.0
3327,6,88,0.0,5,8,76.0
3328,5,84,1.0,9,8,75.0
3329,4,57,0.0,6,1,40.0
3330,3,63,1.0,5,2,45.0
3331,3,99,1.0,7,3,73.0
3332,6,93,1.0,9,5,84.0
3333,4,99,0.0,8,4,84.0
3334,6,81,1.0,4,5,71.0
3335,3,41,0.0,7,7,23.0
3336,4,41,1.0,6,1,24.0
3337,9,66,0.0,8,5,64.0
3338,5,53,0.0,9,8,38.0
3339,7,87,1.0,5,4,74.0
3340,2,78,1.0,8,0,58.0
3341,5,92,1.0,8,7,78.0
3342,9,92,0.0,6,3,88.0
3343,3,95,0.0,4,7,76.0
3344,9,51,0.0,8,3,48.0
3345,6,71,1.0,8,7,59.0
3346,4,67,1.0,4,8,46.0
3347,7,94,1.0,4,4,84.0
3348,8,67,1.0,5,4,61.0
3349,6,85,1.0,9,1,76.0
3350,5,64,0.0,5,8,49.0
3351,6,43,1.0,4,3,30.0
3352,5,65,0.0,7,2,47.0
3353,8,75,1.0,4,1,70.0
3354,1,89,1.0,5,2,69.0
3355,7,42,1.0,6,3,35.0
3356,2,40,1.0,6,8,20.0
3357,9,56,1.0,9,5,55.0
3358,1,46,0.0,8,9,19.0
3359,6,87,1.0,6,4,74.0
3360,9,44,0.0,5,8,42.0
3361,1,58,0.0,6,7,34.0
3362,4,78,0.0,7,5,59.0
3363,4,85,0.0,4,2,67.0
3364,9,73,1.0,4,6,70.0
3365,5,74,1.0,5,9,61.0
3366,5,88,1.0,8,5,76.0
3367,6,55,1.0,4,7,44.0
3368,1,79,1.0,6,5,50.0
3369,1,89,0.0,7,9,68.0
3370,9,86,1.0,8,3,87.0
3371,3,78,1.0,8,9,60.0
3372,4,66,0.0,8,6,47.0
3373,1,80,1.0,4,6,55.0
3374,9,77,1.0,9,7,73.0
3375,8,89,0.0,8,1,87.0
3376,2,89,1.0,5,5,66.0
3377,8,64,0.0,6,2,56.0
3378,7,65,0.0,9,7,59.0
3379,6,95,1.0,7,3,83.0
3380,1,53,0.0,6,3,26.0
3381,7,53,1.0,5,1,41.0
3382,7,53,1.0,5,5,45.0
3383,9,64,1.0,9,5,63.0
3384,1,75,0.0,6,0,50.0
3385,2,43,0.0,4,7,15.0
3386,9,86,0.0,5,2,79.0
3387,9,54,0.0,8,0,49.0
3388,6,71,0.0,7,9,63.0
3389,6,57,0.0,7,0,42.0
3390,4,53,0.0,5,0,32.0
3391,4,97,0.0,8,4,84.0
3392,5,40,0.0,6,4,26.0
3393,3,81,0.0,7,0,62.0
3394,1,59,0.0,8,4,33.0
3395,1,49,1.0,8,6,28.0
3396,7,49,0.0,4,4,36.0
3397,1,98,1.0,5,8,73.0
3398,1,63,1.0,8,3,37.0
3399,3,73,1.0,6,8,53.0
3400,4,67,1.0,7,7,48.0
3401,4,66,0.0,4,0,48.0
3402,2,79,1.0,6,3,54.0
3403,1,40,1.0,7,6,12.0
3404,3,72,1.0,5,0,46.0
3405,4,43,0.0,6,7,24.0
3406,3,46,1.0,7,1,26.0
3407,8,48,1.0,4,7,42.0
3408,1,55,0.0,7,3,28.0
3409,2,44,0.0,8,7,20.0
3410,7,73,0.0,4,0,61.0
3411,4,99,0.0,6,4,80.0
3412,8,62,0.0,9,8,62.0
3413,3,82,0.0,5,6,59.0
3414,6,89,0.0,4,2,74.0
3415,9,64,0.0,4,3,59.0
3416,1,96,0.0,4,9,68.0
3417,1,90,1.0,7,6,66.0
3418,8,52,0.0,8,5,43.0
3419,3,63,1.0,9,3,44.0
3420,5,50,1.0,5,2,34.0
3421,1,91,0.0,5,1,62.0
3422,5,90,0.0,8,9,77.0
3423,6,56,0.0,7,8,44.0
3424,8,76,0.0,7,2,69.0
3425,3,52,1.0,8,6,35.0
3426,3,66,1.0,8,0,50.0
3427,9,59,0.0,6,7,50.0
3428,4,72,1.0,7,0,54.0
3429,4,81,0.0,4,1,59.0
3430,7,71,1.0,5,0,60.0
3431,2,47,1.0,7,3,25.0
3432,8,95,0.0,8,1,94.0
3433,6,68,0.0,4,0,53.0
3434,3,79,1.0,6,0,59.0
3435,9,58,0.0,9,1,53.0
3436,5,45,1.0,6,5,29.0
3437,8,83,0.0,4,1,73.0
3438,7,99,0.0,4,1,87.0
3439,8,78,0.0,8,7,72.0
3440,7,87,0.0,9,4,82.0
3441,3,80,0.0,8,7,60.0
3442,2,60,0.0,5,7,38.0
3443,7,96,0.0,9,1,89.0
3444,3,61,1.0,9,6,45.0
3445,3,81,0.0,5,8,57.0
3446,2,49,1.0,6,7,27.0
3447,4,49,0.0,4,8,31.0
3448,8,91,1.0,6,7,86.0
3449,1,68,0.0,8,3,45.0
3450,1,55,0.0,7,9,30.0
3451,5,40,1.0,8,6,28.0
3452,5,56,0.0,7,8,43.0
3453,1,69,0.0,4,8,43.0
3454,6,65,0.0,4,3,52.0
3455,1,92,0.0,9,6,68.0
3456,5,85,0.0,4,5,73.0
3457,9,58,1.0,5,2,56.0
3458,5,92,0.0,5,9,78.0
3459,6,60,1.0,7,5,49.0
3460,8,56,1.0,6,7,52.0
3461,1,85,1.0,9,1,62.0
3462,2,79,1.0,6,2,59.0
3463,9,60,1.0,7,7,60.0
3464,3,92,1.0,5,3,71.0
3465,6,80,1.0,8,3,68.0
3466,5,79,1.0,9,1,68.0
3467,2,84,0.0,7,9,63.0
3468,7,88,1.0,6,0,77.0
3469,4,58,0.0,7,6,43.0
3470,1,99,1.0,7,3,77.0
3471,4,46,1.0,4,5,28.0
3472,6,56,0.0,5,7,47.0
3473,7,40,1.0,9,6,34.0
3474,7,76,0.0,4,6,64.0
3475,7,96,1.0,5,5,88.0
3476,3,45,0.0,7,3,21.0
3477,6,65,0.0,5,3,53.0
3478,8,41,1.0,6,8,34.0
3479,4,98,1.0,9,4,83.0
3480,8,71,1.0,4,8,67.0
3481,2,96,1.0,9,8,75.0
3482,9,87,0.0,7,3,88.0
3483,9,93,0.0,6,1,87.0
3484,8,44,0.0,5,1,32.0
3485,1,76,0.0,5,8,50.0
3486,2,70,0.0,6,8,50.0
3487,6,51,0.0,5,2,38.0
3488,5,74,0.0,4,4,57.0
3489,9,69,1.0,8,4,64.0
3490,5,87,1.0,5,1,71.0
3491,2,45,1.0,7,1,19.0
3492,4,54,1.0,5,9,38.0
3493,9,54,1.0,9,0,52.0
3494,1,55,1.0,7,1,27.0
3495,1,59,1.0,5,6,32.0
3496,7,52,1.0,5,0,45.0
3497,3,83,0.0,7,0,61.0
3498,2,81,1.0,4,8,57.0
3499,9,85,1.0,8,1,83.0
3500,3,70,1.0,8,3,48.0
3501,2,73,0.0,4,2,50.0
3502,8,68,1.0,5,3,61.0
3503,6,42,0.0,8,6,29.0
3504,6,48,0.0,4,9,37.0
3505,7,50,1.0,4,1,39.0
3506,7,50,0.0,8,1,39.0
3507,6,64,1.0,7,8,54.0
3508,4,61,1.0,6,5,46.0
3509,9,81,1.0,7,6,78.0
3510,6,97,0.0,5,4,83.0
3511,4,85,1.0,7,4,64.0
3512,3,48,1.0,9,3,26.0
3513,4,59,1.0,6,7,41.0
3514,3,98,0.0,6,6,76.0
3515,2,60,0.0,4,9,35.0
3516,5,49,0.0,9,1,39.0
3517,2,61,0.0,5,1,39.0
3518,6,68,1.0,4,5,54.0
3519,3,48,1.0,7,0,28.0
3520,6,44,0.0,7,6,30.0
3521,9,79,1.0,8,7,81.0
3522,1,50,0.0,4,9,24.0
3523,6,40,1.0,9,7,32.0
3524,9,92,1.0,4,2,87.0
3525,4,81,0.0,4,6,66.0
3526,2,40,0.0,4,0,13.0
3527,4,97,1.0,6,2,76.0
3528,1,93,0.0,8,5,68.0
3529,3,78,1.0,5,8,57.0
3530,9,99,1.0,5,4,98.0
3531,5,85,1.0,5,4,69.0
3532,6,44,1.0,6,8,34.0
3533,3,88,0.0,8,8,68.0
3534,5,61,1.0,9,5,47.0
3535,8,65,1.0,8,4,60.0
3536,6,92,1.0,6,9,83.0
3537,4,45,0.0,9,1,25.0
3538,2,71,1.0,4,7,50.0
3539,9,87,0.0,7,7,87.0
3540,1,50,0.0,4,6,22.0
3541,1,49,0.0,5,7,22.0
3542,4,86,0.0,4,2,62.0
3543,7,78,0.0,6,2,72.0
3544,1,94,0.0,5,1,66.0
3545,9,73,0.0,7,0,71.0
3546,4,70,1.0,9,2,53.0
3547,3,51,1.0,9,2,32.0
3548,1,90,0.0,5,6,65.0
3549,4,83,0.0,4,9,65.0
3550,9,55,0.0,8,8,50.0
3551,6,77,1.0,8,0,66.0
3552,6,42,0.0,9,7,29.0
3553,1,41,1.0,8,0,13.0
3554,2,91,1.0,5,2,66.0
3555,6,44,0.0,8,3,32.0
3556,2,50,1.0,6,7,26.0
3557,3,97,0.0,9,0,75.0
3558,4,64,0.0,7,1,46.0
3559,5,74,0.0,8,4,62.0
3560,9,74,1.0,6,5,69.0
3561,4,61,0.0,6,4,43.0
3562,9,76,1.0,5,2,74.0
3563,3,61,0.0,9,9,43.0
3564,8,94,0.0,5,6,86.0
3565,1,50,0.0,7,0,24.0
3566,9,71,0.0,7,1,67.0
3567,9,74,0.0,4,8,71.0
3568,2,70,1.0,7,3,48.0
3569,4,84,0.0,9,7,64.0
3570,8,92,0.0,9,8,88.0
3571,7,47,0.0,5,6,39.0
3572,1,59,1.0,6,0,35.0
3573,5,81,0.0,4,4,67.0
3574,7,73,0.0,7,5,65.0
3575,4,43,0.0,6,7,27.0
3576,1,57,0.0,5,9,32.0
3577,9,90,1.0,8,7,89.0
3578,5,43,0.0,4,8,30.0
3579,2,59,1.0,9,8,37.0
3580,8,97,1.0,6,3,91.0
3581,2,48,1.0,5,5,26.0
3582,3,55,1.0,5,2,32.0
3583,1,65,0.0,4,0,34.0
3584,2,77,0.0,4,5,51.0
3585,7,64,1.0,7,0,56.0
3586,2,43,1.0,7,8,26.0
3587,6,80,1.0,9,5,73.0
3588,3,98,0.0,9,0,80.0
3589,4,84,1.0,4,2,69.0
3590,8,80,1.0,4,0,73.0
3591,3,77,1.0,6,1,55.0
3592,6,92,1.0,7,5,82.0
3593,1,58,1.0,5,6,32.0
3594,7,53,0.0,7,0,41.0
3595,8,60,1.0,7,9,55.0
3596,8,54,0.0,4,4,43.0
3597,3,42,0.0,4,5,20.0
3598,1,76,0.0,7,3,50.0
3599,9,92,0.0,8,5,90.0
3600,6,89,0.0,8,4,82.0
3601,9,85,1.0,9,6,85.0
3602,7,55,0.0,7,3,49.0
3603,1,53,0.0,8,0,24.0
3604,1,48,1.0,9,1,25.0
3605,6,86,0.0,9,5,76.0
3606,5,46,1.0,7,9,33.0
3607,9,53,1.0,9,1,48.0
3608,2,45,1.0,4,4,21.0
3609,8,60,1.0,4,3,58.0
3610,5,54,1.0,4,6,40.0
3611,2,91,0.0,5,3,67.0
3612,6,47,1.0,4,6,35.0
3613,8,73,1.0,4,7,68.0
3614,4,79,0.0,7,6,66.0
3615,2,40,0.0,8,1,16.0
3616,5,71,0.0,8,0,57.0
3617,2,97,0.0,4,4,73.0
3618,2,88,1.0,4,6,64.0
3619,6,90,0.0,4,0,77.0
3620,9,44,1.0,9,7,46.0
3621,4,69,0.0,7,2,50.0
3622,6,61,0.0,7,6,50.0
3623,7,59,0.0,7,2,51.0
3624,6,55,0.0,8,3,43.0
3625,8,46,0.0,5,7,40.0
3626,4,46,1.0,8,1,30.0
3627,1,89,1.0,7,5,63.0
3628,7,89,1.0,6,9,82.0
3629,3,41,0.0,5,8,20.0
3630,6,86,1.0,4,9,73.0
3631,2,53,0.0,9,8,32.0
3632,9,70,0.0,8,4,67.0
3633,1,89,1.0,9,2,69.0
3634,6,80,1.0,5,5,67.0
3635,6,53,0.0,6,8,44.0
3636,5,44,0.0,5,5,29.0
3637,5,50,1.0,8,3,38.0
3638,1,79,0.0,7,4,52.0
3639,5,44,1.0,4,6,25.0
3640,2,68,1.0,7,9,46.0
3641,7,50,0.0,7,2,42.0
3642,3,44,0.0,8,8,24.0
3643,4,88,0.0,7,0,70.0
3644,3,93,0.0,7,7,78.0
3645,3,71,1.0,8,4,51.0
3646,4,75,0.0,8,9,61.0
3647,5,54,1.0,6,8,38.0
3648,1,58,1.0,7,1,34.0
3649,4,61,0.0,5,0,42.0
3650,8,73,1.0,4,9,68.0
3651,7,95,0.0,9,6,87.0
3652,9,56,0.0,4,9,53.0
3653,5,51,1.0,8,8,39.0
3654,4,64,1.0,9,4,45.0
3655,8,95,1.0,8,3,89.0
3656,9,56,0.0,6,3,53.0
3657,7,49,0.0,7,7,39.0
3658,7,67,1.0,8,0,59.0
3659,5,96,0.0,8,0,81.0
3660,4,57,0.0,4,7,40.0
3661,1,90,1.0,7,1,64.0
3662,7,57,0.0,6,9,53.0
3663,1,84,1.0,8,5,56.0
3664,1,71,1.0,8,1,44.0
3665,5,53,1.0,8,4,41.0
3666,9,95,0.0,4,2,91.0
3667,6,55,1.0,8,6,46.0
3668,3,89,1.0,8,8,65.0
3669,3,97,1.0,4,1,76.0
3670,7,57,1.0,8,6,50.0
3671,6,55,0.0,7,7,45.0
3672,9,56,1.0,7,9,55.0
3673,6,46,0.0,4,7,33.0
3674,5,51,1.0,7,6,37.0
3675,7,73,0.0,9,3,63.0
3676,1,49,0.0,9,3,24.0
3677,7,44,0.0,9,9,37.0
3678,3,60,0.0,6,8,39.0
3679,9,42,1.0,8,9,41.0
3680,6,58,1.0,6,8,46.0
3681,9,84,0.0,7,4,78.0
3682,5,83,0.0,4,6,69.0
3683,7,74,0.0,9,6,71.0
3684,4,45,1.0,4,8,28.0
3685,7,53,0.0,6,6,45.0
3686,1,43,0.0,7,7,20.0
3687,7,84,1.0,8,6,81.0
3688,8,90,1.0,7,3,85.0
3689,5,57,1.0,9,1,42.0
3690,2,68,1.0,7,2,46.0
3691,5,74,1.0,4,6,60.0
3692,6,91,1.0,5,8,82.0
3693,2,77,0.0,9,1,55.0
3694,6,55,0.0,8,6,44.0
3695,6,59,1.0,9,3,47.0
3696,1,63,0.0,9,6,41.0
3697,1,74,1.0,8,4,48.0
3698,3,83,0.0,9,6,62.0
3699,3,90,1.0,4,5,64.0
3700,4,58,1.0,7,1,40.0
3701,2,95,0.0,4,6,70.0
3702,9,43,0.0,7,4,39.0
3703,7,72,1.0,5,8,63.0
3704,7,41,1.0,9,0,32.0
3705,6,52,1.0,5,0,37.0
3706,3,97,1.0,6,1,75.0
3707,6,84,1.0,7,7,72.0
3708,8,69,1.0,4,8,63.0
3709,8,73,0.0,4,6,64.0
3710,9,69,0.0,9,0,69.0
3711,1,90,0.0,4,6,63.0
3712,1,93,0.0,6,7,65.0
3713,3,63,0.0,8,6,44.0
3714,3,87,1.0,4,4,65.0
3715,8,83,1.0,9,6,81.0
3716,1,72,0.0,5,9,45.0
3717,2,80,1.0,4,1,59.0
3718,2,88,0.0,4,8,67.0
3719,3,49,0.0,4,1,34.0
3720,6,57,1.0,9,1,46.0
3721,1,58,1.0,8,4,35.0
3722,2,46,0.0,4,7,22.0
3723,1,96,0.0,8,5,72.0
3724,5,58,0.0,8,8,47.0
3725,7,63,0.0,6,5,55.0
3726,8,54,1.0,5,4,47.0
3727,1,80,0.0,4,0,55.0
3728,7,81,1.0,4,7,74.0
3729,5,62,0.0,4,2,49.0
3730,1,91,0.0,8,1,68.0
3731,3,91,1.0,7,6,72.0
3732,7,43,1.0,5,1,32.0
